num_seq_,Seq_input,Seq_input_aa,predicted_class,Certainty %,Kmers_by_sequence,Kmers_predicted_to_class,Query_coverage %,Rep_of_class_predict,Sequences_by_cltr,family_2021,family_2023,family_divercity,Genus,Protein_type,Protein_class,Host,Chain
3673,OQ348894.1_114_111663_112781,372,374,0.91,4,3.0,75.0,YP_010088065.1,181,Fimoviridae,Fimoviridae,Fimoviridae,Emaravirus,RNA-dependent RNA polymerase,Replication-Transcription,Rosa sp.,ssRNA(-)
3674,OQ348894.1_115_112805_114937,710,414,1.0,21,21.0,100.0,NP_957860.1,159,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,CPXV139 protein,Other-Functions,Homo sapiens,dsDNA
3675,OQ348894.1_118_116153_118828,891,331,1.0,30,30.0,100.0,YP_009268819.1,215,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,CPXV142 protein,Other-Functions,Homo sapiens,dsDNA
3676,OQ348894.1_119_118843_119799,318,370,0.97,1,1.0,100.0,YP_009252248.1,184,Herpesviridae,Orthoherpesviridae,Herpesviridae,Varicellovirus,ORF22,Structural-Envelope,Homo sapiens,dsDNA
3677,OQ348894.1_123_121423_122556,377,112,1.0,4,4.0,100.0,QEO75949.1,972,Peribunyaviridae,Peribunyaviridae,Peribunyaviridae,Orthobunyavirus,polyprotein,Polyprotein,Homo sapiens,ssRNA(-)
3678,OQ348894.1_125_123203_124666,487,378,1.0,10,10.0,100.0,QHW17751.1,180,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,DNA helicase,Replication-Transcription,Homo sapiens,dsDNA
3679,OQ348894.1_127_125227_126507,426,562,1.0,7,7.0,100.0,YP_009268831.1,111,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,DNA polymerase processivity factor,Replication-Transcription,Homo sapiens,dsDNA
3680,OQ348894.1_129_127020_128168,382,562,0.99,5,5.0,100.0,YP_009268831.1,111,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,DNA polymerase processivity factor,Replication-Transcription,Homo sapiens,dsDNA
3681,OQ348894.1_130_128165_131659,1164,377,1.0,44,44.0,100.0,BCT22673.1,180,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,DNA-dependent RNA polymerase subunit rpo132,Replication-Transcription,Homo sapiens,dsDNA
3682,OQ348894.1_134_133243_135333,696,337,1.0,20,20.0,100.0,SNB54148.1,207,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,cowpox A-type inclusion protein,Other-Functions,Homo sapiens,dsDNA
3683,OQ348894.1_135_135379_136908,509,354,1.0,11,11.0,100.0,SNB57926.1,194,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,cowpox A-type inclusion protein,Other-Functions,Homo sapiens,dsDNA
3684,OQ348894.1_138_137733_138650,305,885,0.91,1,1.0,100.0,YP_009362026.1,40,Peribunyaviridae,Peribunyaviridae,Peribunyaviridae,Herbevirus,RNA-dependent RNA polymerase,Replication-Transcription,Culex simpliciforceps,ssRNA(-)
3685,OQ348894.1_154_147596_148636,346,486,0.94,3,2.0,66.67,YP_654692.1,133,Iridoviridae,Iridoviridae,Iridoviridae-Ascoviridae,Ranavirus,DNA polymerase,Replication-Transcription,Ambystoma tigrinum,dsDNA
3686,OQ348894.1_159_151933_153612,559,402,1.0,13,13.0,100.0,GBG35356.1,167,Poxviridae,Poxviridae,Poxviridae-Baculoviridae-Nimaviridae-Caulimoviridae,Orthopoxvirus,DNA ligase,Other-Functions,Homo sapiens,dsDNA
3687,OQ348894.1_160_153653_154657,334,112,0.99,2,1.0,50.0,QEO75949.1,972,Peribunyaviridae,Peribunyaviridae,Peribunyaviridae,Orthobunyavirus,polyprotein,Polyprotein,Homo sapiens,ssRNA(-)
3688,OQ348894.1_165_158158_159099,313,748,1.0,1,1.0,100.0,NP_050266.1,59,Herpesviridae,Orthoherpesviridae,Herpesviridae,Roseolovirus,hypothetical protein,Other-Functions,Homo sapiens,dsDNA
3689,OQ348894.1_167_160831_162348,505,460,1.0,11,11.0,100.0,SMZ64733.1,141,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,hypothetical protein,DNA-Binding,Homo sapiens,dsDNA
3690,OQ348894.1_168_162574_164259,561,555,1.0,14,14.0,100.0,YP_009143489.1,113,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,ankyrin-like protein,Other-Functions,Homo sapiens,dsDNA
3691,OQ348894.1_169_164363_165316,317,926,1.0,1,1.0,100.0,ALD83625.1,36,Nairoviridae,Nairoviridae,Nairoviridae,Orthonairovirus,glycoprotein precursor,Glycoprotein,Ixodes uriae,ssRNA(-)
3692,OQ348894.1_176_170229_171263,344,295,0.96,3,2.0,66.67,AIE40966.1,256,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,CPXV217 protein-IL-1 convertase,Other-Functions,Homo sapiens,dsDNA
3693,OQ348894.1_180_173758_174828,356,978,0.9,3,2.0,66.67,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3694,OQ348894.1_181_174897_177260,787,429,1.0,25,25.0,100.0,YP_009408570.1,151,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,CPXV011 protein,Other-Functions,Homo sapiens,dsDNA
3695,OQ348894.1_184_178507_179580,357,295,1.0,3,3.0,100.0,AIE40966.1,256,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,CPXV217 protein-IL-1 convertase,Other-Functions,Homo sapiens,dsDNA
3696,OQ348894.1_186_180597_186239,1880,501,1.0,79,79.0,100.0,QGM48758.1,128,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,hypothetical protein,Other-Functions,Homo sapiens,dsDNA
3697,OQ348894.1_191_190295_191608,437,635,1.0,7,7.0,100.0,YP_005296211.1,85,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,CPXV017 protein,Other-Functions,Homo sapiens,dsDNA
3698,OQ348894.1_192_191853_193610,585,371,0.99,15,15.0,100.0,ADZ29764.1,184,Poxviridae,Poxviridae,Poxviridae,Orthopoxvirus,ankyrin-like protein,Other-Functions,Homo sapiens,dsDNA
3699,OQ348894.1_193_193700_194749,349,112,1.0,3,3.0,100.0,QEO75949.1,972,Peribunyaviridae,Peribunyaviridae,Peribunyaviridae,Orthobunyavirus,polyprotein,Polyprotein,Homo sapiens,ssRNA(-)
3700,OQ349805.1_1_1_1410,469,4,1.0,9,9.0,100.0,QIB02547.1,43152,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,neuraminidase,Other-Functions,Homo sapiens,ssRNA(-)
3701,OQ350831.1_1_1_2280,759,11,1.0,23,23.0,100.0,6SZU_C,29461,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,polymerase PB2,Replication-Transcription,Homo sapiens,ssRNA(-)
3702,OP076748.1_1_22_2496,824,75,1.0,27,27.0,100.0,QVW10123.1,1611,Astroviridae,Astroviridae,Astroviridae,Mamastrovirus,RNA-dependent RNA polymerase,Replication-Transcription,Sus scrofa,ssRNA(+)
3703,OP076748.1_2_2667_3959,430,75,1.0,7,7.0,100.0,QVW10123.1,1611,Astroviridae,Astroviridae,Astroviridae,Mamastrovirus,RNA-dependent RNA polymerase,Replication-Transcription,Sus scrofa,ssRNA(+)
3704,OP076748.1_3_3952_6213,753,427,1.0,23,23.0,100.0,QDZ38037.1,152,Astroviridae,Astroviridae,Astroviridae,Mamastrovirus,ORF2,Structural-Envelope,Bos taurus,ssRNA(+)
3705,OP076765.1_1_40_2511,823,75,1.0,27,27.0,100.0,QVW10123.1,1611,Astroviridae,Astroviridae,Astroviridae,Mamastrovirus,RNA-dependent RNA polymerase,Replication-Transcription,Sus scrofa,ssRNA(+)
3706,OP076765.1_2_2553_3974,473,75,1.0,9,9.0,100.0,QVW10123.1,1611,Astroviridae,Astroviridae,Astroviridae,Mamastrovirus,RNA-dependent RNA polymerase,Replication-Transcription,Sus scrofa,ssRNA(+)
3707,OP076765.1_3_3967_6249,760,427,1.0,23,23.0,100.0,QDZ38037.1,152,Astroviridae,Astroviridae,Astroviridae,Mamastrovirus,ORF2,Structural-Envelope,Bos taurus,ssRNA(+)
3708,OP723154.1_1_2_5284,1760,35,1.0,73,73.0,100.0,QVI17106.1,5197,Caliciviridae,Caliciviridae,Caliciviridae,Norovirus,nonstructural polyprotein,Non-structural,Homo sapiens,ssRNA(+)
3709,OP723154.1_2_5268_6899,543,26,1.0,13,13.0,100.0,QLQ34863.1,6754,Caliciviridae,Caliciviridae,Caliciviridae-Reoviridae,Norovirus,VP1,Structural-Envelope,Homo sapiens,ssRNA(+)
3710,OP912391.1_1_2_6037,2011,348,0.99,86,79.0,91.86,YP_009507950.1,196,Closteroviridae,Closteroviridae,Closteroviridae,Crinivirus,ORF1a,Polyprotein,Rubus,ssRNA(+)
3711,OP912391.1_2_6126_7553,475,348,1.0,9,9.0,100.0,YP_009507950.1,196,Closteroviridae,Closteroviridae,Closteroviridae,Crinivirus,ORF1a,Polyprotein,Rubus,ssRNA(+)
3712,OQ030186.1_1_1_1122,374,978,0.92,4,3.0,75.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3713,OQ053532.1_1_137_10396,3419,15,1.0,156,154.0,98.72,QLC45894.1,20504,Flaviviridae,Flaviviridae,Flaviviridae-Coronaviridae-Togaviridae-Phenuiviridae-Herpesviridae,Orthoflavivirus,polyprotein,Polyprotein,Homo sapiens,ssRNA(+)
3714,OP771567.1_4_1498_2583,361,31,1.0,4,4.0,100.0,QFR36400.1,8286,Geminiviridae,Geminiviridae,Geminiviridae-Virgaviridae-Caulimoviridae-Alphasatellitidae,Begomovirus,replication-associated protein,Replication-Transcription,Solanum lycopersicum,ssDNA(+/-)
3715,ON186647.1_1_3_2438,811,709,1.0,26,26.0,100.0,AYN45100.1,66,Bromoviridae,Bromoviridae,Bromoviridae,Ilarvirus,RNA-dependent RNA polymerase,Replication-Transcription,Glycine max,ssRNA(+)
3716,ON229972.1_1_95_7006,2303,794,1.0,101,100.0,99.01,YP_008802578.1,51,Secoviridae,Secoviridae,Secoviridae,Nepovirus,polyprotein,Polyprotein,Cucumis melo,ssRNA(+)
3717,OP701036.1_1_124_1635,503,0,1.0,11,11.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
3718,OP701155.1_1_3_1613,536,0,1.0,12,12.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
3719,OP701155.1_2_1709_4417,902,0,1.0,31,26.0,83.87,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
3720,OP701155.1_7_5596_8154,852,2,1.0,28,28.0,100.0,AKZ15547.1,70061,Retroviridae,Retroviridae,Retroviridae-Coronaviridae,Lentivirus,envelope glycoprotein,Structural-Envelope,Homo sapiens,ssRNA-RT
3721,OP701270.1_1_233_1555,440,0,1.0,7,7.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
3722,OP701270.1_2_1651_4359,902,0,0.99,31,22.0,70.97,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
3723,OP701270.1_7_5541_8036,831,2,1.0,27,27.0,100.0,AKZ15547.1,70061,Retroviridae,Retroviridae,Retroviridae-Coronaviridae,Lentivirus,envelope glycoprotein,Structural-Envelope,Homo sapiens,ssRNA-RT
3724,OP701376.1_1_123_1652,509,0,0.98,11,11.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
3725,OP701376.1_2_1718_4270,850,0,0.99,28,23.0,82.14,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
3726,OP701390.1_1_123_1649,508,0,1.0,11,10.0,90.91,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
3727,OP701390.1_2_1715_4285,856,0,0.98,28,23.0,82.14,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
3728,OP677630.1_1_1_2508,835,48,1.0,27,27.0,100.0,QAA77599.1,2843,Reoviridae,Sedoreoviridae,Reoviridae,Rotavirus,VP3,Other-Functions,Homo sapiens,dsRNA
3729,OP677663.1_1_1_2508,835,48,1.0,27,27.0,100.0,QAA77599.1,2843,Reoviridae,Sedoreoviridae,Reoviridae,Rotavirus,VP3,Other-Functions,Homo sapiens,dsRNA
3730,OP677673.1_1_1_2640,879,52,1.0,29,29.0,100.0,YP_003896047.1,2626,Reoviridae,Sedoreoviridae,Reoviridae,Rotavirus,VP2,Other-Functions,Homo sapiens,dsRNA
3731,OQ190768.1_1_3_968,322,794,1.0,2,2.0,100.0,YP_008802578.1,51,Secoviridae,Secoviridae,Secoviridae,Nepovirus,polyprotein,Polyprotein,Cucumis melo,ssRNA(+)
3732,OQ316777.1_1_1_1410,469,4,1.0,9,9.0,100.0,QIB02547.1,43152,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,neuraminidase,Other-Functions,Homo sapiens,ssRNA(-)
3733,OQ317013.1_1_1_2274,757,12,1.0,23,23.0,100.0,6SZU_B,25982,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,polymerase PB1,Replication-Transcription,Homo sapiens,ssRNA(-)
3734,OQ317100.1_1_1_2151,716,6,1.0,21,21.0,100.0,6T0W_A,36012,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,polymerase PA,Replication-Transcription,Homo sapiens,ssRNA(-)
3735,OQ317253.1_1_1_2274,757,12,1.0,23,23.0,100.0,6SZU_B,25982,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,polymerase PB1,Replication-Transcription,Homo sapiens,ssRNA(-)
3736,OQ317461.1_1_1_2274,757,12,1.0,23,23.0,100.0,6SZU_B,25982,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,polymerase PB1,Replication-Transcription,Homo sapiens,ssRNA(-)
3737,OQ317498.1_1_1_1497,498,19,0.98,10,10.0,100.0,QOE76828.1,12829,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,nucleocapsid protein,Structural-Envelope,Homo sapiens,ssRNA(-)
3738,OQ317551.1_1_1_1701,566,5,1.0,14,14.0,100.0,AFD32428.2,42254,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,hemagglutinin,Hemagglutinin,Homo sapiens,ssRNA(-)
3739,OQ317558.1_1_1_2280,759,11,1.0,23,23.0,100.0,6SZU_C,29461,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,polymerase PB2,Replication-Transcription,Homo sapiens,ssRNA(-)
3740,OX419486.1_1_25_2298,757,12,1.0,23,23.0,100.0,6SZU_B,25982,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,polymerase PB1,Replication-Transcription,Homo sapiens,ssRNA(-)
3741,OP866275.1_1_209_13450,4413,1,1.0,206,195.0,94.66,YP_009072438.1,12115,Coronaviridae,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Betacoronavirus,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+)
3742,OP866275.1_2_13480_21510,2676,1,1.0,119,118.0,99.16,YP_009072438.1,12115,Coronaviridae,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Betacoronavirus,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+)
3743,OP866275.1_3_21452_25513,1353,200,1.0,53,53.0,100.0,7M5E_A,454,Coronaviridae,Coronaviridae,Coronaviridae,Betacoronavirus,Spike protein,Structural-Envelope,Homo sapiens,ssRNA(+)
3744,OP866275.1_9_28562_29803,413,472,1.0,6,6.0,100.0,BBJ36015.1,137,Coronaviridae,Coronaviridae,Coronaviridae,Betacoronavirus,N protein,Structural-Envelope,Homo sapiens,ssRNA(+)
3745,BK062826.1_1_2_937,311,224,0.99,1,1.0,100.0,YP_009666113.1,384,Nairoviridae,Nairoviridae,Nairoviridae-Peribunyaviridae,Orthonairovirus,RNA-dependent RNA polymerase,Replication-Transcription,Homo sapiens,ssRNA(-)
3746,BK062826.1_3_2338_4770,811,979,0.93,26,9.0,34.62,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3747,OP441730.1_1_245_4960,1571,486,0.96,64,5.0,7.81,YP_654692.1,133,Iridoviridae,Iridoviridae,Iridoviridae-Ascoviridae,Ranavirus,DNA polymerase,Replication-Transcription,Ambystoma tigrinum,dsDNA
3748,OP441730.1_2_5180_8317,1045,978,0.93,38,16.0,42.11,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3749,OP597636.1_1_1_1704,567,24,1.0,14,14.0,100.0,6IN5_A,7397,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae-Paramyxoviridae,Alphainfluenzavirus,hemagglutinin,Hemagglutinin,Gallus gallus,ssRNA(-)
3750,LC720154.1_2_822_2426,534,26,1.0,12,12.0,100.0,QLQ34863.1,6754,Caliciviridae,Caliciviridae,Caliciviridae-Reoviridae,Norovirus,VP1,Structural-Envelope,Homo sapiens,ssRNA(+)
3751,ON051016.1_2_799_2181,460,102,0.95,8,3.0,37.5,QTJ01860.1,1162,Solemoviridae,Solemoviridae,Solemoviridae-Luteoviridae-Tombusviridae,Polerovirus,RNA-dependent RNA polymerase,Replication-Transcription,Saccharum sp.,ssRNA(+)
3752,ON051016.1_3_2268_3464,398,407,0.92,5,2.0,40.0,QVY47431.1,163,Solemoviridae,Solemoviridae,Solemoviridae-Luteoviridae-Geminiviridae,Polerovirus,RNA-dependent RNA polymerase,Structural-Envelope,Capsicum annuum,ssRNA(+)
3753,ON051016.1_5_4346_5521,391,979,0.92,5,4.0,80.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3754,OP971576.1_1_1_2673,890,52,1.0,30,30.0,100.0,YP_003896047.1,2626,Reoviridae,Sedoreoviridae,Reoviridae,Rotavirus,VP2,Other-Functions,Homo sapiens,dsRNA
3755,OQ296879.1_1_1_2151,716,6,1.0,21,21.0,100.0,6T0W_A,36012,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,polymerase PA,Replication-Transcription,Homo sapiens,ssRNA(-)
3756,OP432298.1_1_54_2816,920,154,1.0,31,31.0,100.0,Q67726.1,667,Astroviridae,Astroviridae,Astroviridae,Mamastrovirus,RNA-dependent RNA polymerase,Replication-Transcription,Homo sapiens,ssRNA(+)
3757,OP432298.1_2_3080_4303,407,154,1.0,6,6.0,100.0,Q67726.1,667,Astroviridae,Astroviridae,Astroviridae,Mamastrovirus,RNA-dependent RNA polymerase,Replication-Transcription,Homo sapiens,ssRNA(+)
3758,OP432298.1_3_4296_6611,771,135,1.0,24,24.0,100.0,QBL55999.1,755,Astroviridae,Astroviridae,Astroviridae,Mamastrovirus,capsid protein,Structural-Envelope,Homo sapiens,ssRNA(+)
3759,OP963674.1_1_3_2174,723,867,0.98,22,14.0,63.64,QBJ02269.1,43,Reoviridae,Sedoreoviridae,Reoviridae,Rotavirus,VP3,Structural-Envelope,Sus scrofa,dsRNA
3760,OQ259430.1_1_2_2149,715,6,1.0,21,21.0,100.0,6T0W_A,36012,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,polymerase PA,Replication-Transcription,Homo sapiens,ssRNA(-)
3761,OP894553.1_1_1_1497,499,0,0.98,10,10.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
3762,OP894584.1_1_1_1497,499,59,0.91,10,6.0,60.0,AFU32554.1,2233,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Polyprotein,Homo sapiens,ssRNA-RT
3763,OP321046.1_1_1_933,311,22,1.0,1,1.0,100.0,AKT71995.1,10204,Reoviridae,Sedoreoviridae,Reoviridae,Rotavirus,VP7,Structural-Envelope,Homo sapiens,dsRNA
3764,OP994661.1_1_82_1560,492,0,1.0,10,10.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
3765,OP994661.1_2_1665_4373,902,0,1.0,31,21.0,67.74,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
3766,OP994661.1_6_5588_8062,824,2,1.0,27,27.0,100.0,AKZ15547.1,70061,Retroviridae,Retroviridae,Retroviridae-Coronaviridae,Lentivirus,envelope glycoprotein,Structural-Envelope,Homo sapiens,ssRNA-RT
3767,OQ244418.1_1_1_1704,567,5,1.0,14,14.0,100.0,AFD32428.2,42254,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,hemagglutinin,Hemagglutinin,Homo sapiens,ssRNA(-)
3768,OQ244923.1_1_13_2286,757,12,1.0,23,23.0,100.0,6SZU_B,25982,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,polymerase PB1,Replication-Transcription,Homo sapiens,ssRNA(-)
3769,OQ245189.1_1_1_1530,509,19,1.0,11,11.0,100.0,QOE76828.1,12829,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,nucleocapsid protein,Structural-Envelope,Homo sapiens,ssRNA(-)
3770,OQ245233.1_1_1_2295,764,11,1.0,24,24.0,100.0,6SZU_C,29461,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,polymerase PB2,Replication-Transcription,Homo sapiens,ssRNA(-)
3771,OQ246016.1_1_3_1418,471,4,1.0,9,9.0,100.0,QIB02547.1,43152,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,neuraminidase,Other-Functions,Homo sapiens,ssRNA(-)
3772,OQ246098.1_1_3_1718,571,5,1.0,14,14.0,100.0,AFD32428.2,42254,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,hemagglutinin,Hemagglutinin,Homo sapiens,ssRNA(-)
3773,OQ246140.1_1_3_1718,571,5,1.0,14,14.0,100.0,AFD32428.2,42254,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,hemagglutinin,Hemagglutinin,Homo sapiens,ssRNA(-)
3774,OQ246227.1_1_3_1718,571,5,1.0,14,14.0,100.0,AFD32428.2,42254,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,hemagglutinin,Hemagglutinin,Homo sapiens,ssRNA(-)
3775,OQ246322.1_1_13_2163,716,6,1.0,21,21.0,100.0,6T0W_A,36012,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,polymerase PA,Replication-Transcription,Homo sapiens,ssRNA(-)
3776,OQ246434.1_1_13_2163,716,6,1.0,21,21.0,100.0,6T0W_A,36012,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,polymerase PA,Replication-Transcription,Homo sapiens,ssRNA(-)
3777,OQ246688.1_1_13_2286,757,12,1.0,23,23.0,100.0,6SZU_B,25982,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,polymerase PB1,Replication-Transcription,Homo sapiens,ssRNA(-)
3778,OQ246778.1_1_1_1530,509,19,0.96,11,8.0,72.73,QOE76828.1,12829,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,nucleocapsid protein,Structural-Envelope,Homo sapiens,ssRNA(-)
3779,OQ246840.1_1_1_1530,509,19,0.96,11,8.0,72.73,QOE76828.1,12829,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,nucleocapsid protein,Structural-Envelope,Homo sapiens,ssRNA(-)
3780,OQ246886.1_1_13_2163,716,6,1.0,21,21.0,100.0,6T0W_A,36012,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,polymerase PA,Replication-Transcription,Homo sapiens,ssRNA(-)
3781,OQ247208.1_1_2_1417,471,4,1.0,9,9.0,100.0,QIB02547.1,43152,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,neuraminidase,Other-Functions,Homo sapiens,ssRNA(-)
3782,OQ247293.1_1_3_1718,571,5,1.0,14,14.0,100.0,AFD32428.2,42254,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,hemagglutinin,Hemagglutinin,Homo sapiens,ssRNA(-)
3783,OQ247482.1_1_1_2295,764,11,1.0,24,24.0,100.0,6SZU_C,29461,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,polymerase PB2,Replication-Transcription,Homo sapiens,ssRNA(-)
3784,OQ247538.1_1_1_2295,764,11,1.0,24,24.0,100.0,6SZU_C,29461,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,polymerase PB2,Replication-Transcription,Homo sapiens,ssRNA(-)
3785,OQ247678.1_1_1_1530,509,19,0.96,11,8.0,72.73,QOE76828.1,12829,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,nucleocapsid protein,Structural-Envelope,Homo sapiens,ssRNA(-)
3786,OQ247708.1_1_13_2163,716,6,1.0,21,21.0,100.0,6T0W_A,36012,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,polymerase PA,Replication-Transcription,Homo sapiens,ssRNA(-)
3787,OQ248882.1_1_1_2151,716,6,1.0,21,21.0,100.0,6T0W_A,36012,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,polymerase PA,Replication-Transcription,Homo sapiens,ssRNA(-)
3788,OQ249492.1_1_1_1410,469,4,1.0,9,9.0,100.0,QIB02547.1,43152,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,neuraminidase,Other-Functions,Homo sapiens,ssRNA(-)
3789,MW450827.1_1_2_1246,414,884,0.84,6,1.0,16.67,YP_009290629.1,40,Picornaviridae,Picornaviridae,Picornaviridae-Dicistroviridae,Rosavirus,polyprotein,Polyprotein,Rattus norvegicus,ssRNA(+)
